key,tpep_dropoff_datetime,trip_distance,total_amount
6,2018-12-01 01:09:07,1.0,10.164000000000001
3,2018-12-01 00:43:11,3.9,18.205000000000002
8,2018-12-01 01:09:02,3.3,20.680000000000003
2,2018-12-01 00:36:23,0.0,4.18
